,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
350527,1892-06-23,Sunspot,19.5,-82.0,9.3,26.4,10.0,84.6,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,19,False,518.1350063866796
350528,1892-06-23,Sunspot,3.7,-47.7,335.0,10.0,334.6,49.2,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,20,False,518.1350063866796
350529,1892-06-23,Sunspot,-29.6,-55.5,342.8,-23.0,343.7,58.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,21,False,518.1350063866796
350530,1892-06-23,Sunspot,-28.3,-32.3,319.6,-22.9,321.7,36.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,22,False,518.1350063866796
350531,1892-06-23,Sunspot,-28.0,-30.3,317.6,-22.7,319.8,34.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,23,False,518.1350063866796
350532,1892-06-23,Sunspot,-25.0,-27.7,315.0,-20.0,317.0,31.6,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,24,False,518.1350063866796
350533,1892-06-23,Sunspot,-24.6,-24.8,312.1,-19.9,314.1,28.7,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,25,False,518.1350063866796
350536,1892-06-23,Sunspot,9.8,3.7,283.6,11.4,282.3,356.9,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,28,False,518.1350063866796
350537,1892-06-23,Sunspot,9.4,5.3,282.0,10.8,280.7,355.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,29,False,518.1350063866796
350538,1892-06-23,Sunspot,10.6,9.5,277.8,11.5,276.4,351.0,0.85,1.0,1.0,0.92,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,30,False,518.1350063866796
350539,1892-06-23,Sunspot,12.3,9.8,277.5,13.2,276.0,350.6,0.93,1.0,1.0,0.97,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,31,False,518.1350063866796
350540,1892-06-23,Sunspot,14.8,19.0,268.3,14.5,266.5,341.1,0.8,1.0,1.0,0.95,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,32,False,518.1350063866796
350541,1892-06-23,Sunspot,10.5,20.8,266.5,9.9,265.3,339.9,0.98,1.0,1.0,0.99,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,33,False,518.1350063866796
350542,1892-06-23,Sunspot,20.3,46.0,241.3,16.8,239.3,313.9,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,34,False,518.1350063866796
350543,1892-06-23,Sunspot,-28.4,53.0,234.3,-32.3,237.7,312.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,35,False,518.1350063866796
350544,1892-06-23,Sunspot,-28.4,56.7,230.6,-32.7,233.6,308.2,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,36,False,518.1350063866796
350545,1892-06-23,Sunspot,-12.5,65.6,221.7,-17.6,222.9,297.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0846,37,False,518.1350063866796
