,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
341412,1892-01-16,Sunspot,18.7,-33.99,164.85,25.42,164.1,345.37,0.92,1.0,1.0,0.07,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,1,False,512.3053935526796
341413,1892-01-16,Sunspot,-16.81,32.07,98.79,-17.76,96.64,277.91,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,2,False,512.3053935526796
341414,1892-01-16,Sunspot,-20.01,34.98,95.88,-20.57,93.31,274.58,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,3,False,512.3053935526796
341415,1892-01-16,Sunspot,-20.76,39.96,90.9,-20.72,88.25,269.52,0.17,1.0,1.0,0.76,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,4,False,512.3053935526796
341416,1892-01-16,Sunspot,-25.48,47.26,83.6,-24.5,80.52,261.79,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,5,False,512.3053935526796
341417,1892-01-16,Sunspot,-12.48,52.11,78.75,-11.04,77.32,258.59,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,6,False,512.3053935526796
341418,1892-01-16,Sunspot,-13.26,52.71,78.15,-11.73,76.63,257.9,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,7,False,512.3053935526796
341419,1892-01-16,Sunspot,2.64,54.53,76.33,-10.91,74.93,256.2,0.01,1.0,1.0,0.39,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,8,False,512.3053935526796
341420,1892-01-16,Sunspot,-6.02,56.04,74.82,-12.09,73.26,254.53,0.34,1.0,1.0,0.47,1.0,1.0,False,False,False,False,Z1887-1892_Page_0609,9,False,512.3053935526796
341421,1892-01-16,Sunspot,19.07,20.37,110.49,16.62,98.4,293.77,0.1,1.0,1.0,0.04,0.32,0.32,False,False,True,False,Z1887-1892_Page_0609,10,False,512.3053935526796
341422,1892-01-16,Sunspot,21.99,26.19,104.67,20.06,107.25,288.52,1.0,0.89,1.0,1.0,1.0,1.0,True,False,False,False,Z1887-1892_Page_0609,11,False,512.3053935526796
341423,1892-01-16,Sunspot,7.77,70.37,60.49,3.11,41.49,269.37,0.63,0.43,0.43,0.3,0.17,0.17,False,True,False,True,Z1887-1892_Page_0609,12,False,512.3053935526796
341424,1892-01-16,Sunspot,7.98,37.07,93.79,7.29,50.65,255.01,0.24,0.57,0.57,0.04,0.43,0.43,False,True,False,True,Z1887-1892_Page_0609,13,False,512.3053935526796
341425,1892-01-16,Sunspot,17.81,53.09,77.77,28.29,7.58,254.5,0.18,0.11,0.11,0.02,0.75,0.75,True,False,False,True,Z1887-1892_Page_0609,14,False,512.3053935526796
341426,1892-01-16,Sunspot,7.97,10.85,120.01,26.76,7.57,253.85,0.41,0.05,0.05,0.07,0.18,0.18,False,True,False,True,Z1887-1892_Page_0609,15,False,512.3053935526796
341427,1892-01-16,Sunspot,0.18,8.01,122.85,25.75,7.44,253.50,0.27,0.21,0.21,0.13,0.57,0.57,False,True,False,True,Z1887-1892_Page_0609,16,False,512.3053935526796
341428,1892-01-16,Sunspot,5.02,40.97,89.89,13.16,75.85,251.91,0.45,0.05,0.05,0.73,0.11,0.11,False,True,False,True,Z1887-1892_Page_0609,17,False,512.3053935526796
341429,1892-01-16,Sunspot,1.11,46.44,84.42,13.84,253.47,249.11,0.15,0.67,0.67,0.66,0.49,0.49,False,True,True,False,Z1887-1892_Page_0609,18,False,512.3053935526796
