,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
350070,1892-06-18,Sunspot,61.3,-77.0,359.6,8.3,359.6,144.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,13,False,517.9511608109773
350071,1892-06-18,Sunspot,1.0,-73.0,355.6,8.0,355.5,140.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,14,False,517.9511608109773
350072,1892-06-18,Sunspot,2.4,-73.0,355.6,9.4,355.5,140.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,15,False,517.9511608109773
350073,1892-06-18,Sunspot,-35.3,-40.0,322.6,-29.7,325.4,110.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,16,False,517.9511608109773
350074,1892-06-18,Sunspot,-33.4,-36.6,319.2,-28.1,321.8,106.7,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,17,False,517.9511608109773
350075,1892-06-18,Sunspot,-32.8,-35.0,317.6,-27.5,320.3,105.2,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,18,False,517.9511608109773
350076,1892-06-18,Sunspot,-35.2,-35.5,318.1,-29.9,320.9,105.8,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,19,False,517.9511608109773
350077,1892-06-18,Sunspot,-34.8,-30.5,313.1,-29.0,316.1,101.0,0.68,1.0,1.0,0.21,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,20,False,517.9511608109773
350078,1892-06-18,Sunspot,-36.6,-30.3,312.9,-31.7,316.3,101.2,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,21,False,517.9511608109773
350079,1892-06-18,Sunspot,20.0,-27.2,309.8,24.4,307.6,92.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,22,False,517.9511608109773
350080,1892-06-18,Sunspot,20.8,-26.2,308.8,25.1,306.5,91.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,23,False,517.9511608109773
350081,1892-06-18,Sunspot,19.4,-25.2,307.8,23.6,305.7,90.6,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,24,False,517.9511608109773
350082,1892-06-18,Sunspot,20.6,-22.3,304.9,24.5,302.5,87.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,25,False,517.9511608109773
350083,1892-06-18,Sunspot,-22.5,7.6,275.0,-21.8,277.8,62.7,0.8,1.0,1.0,0.95,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,26,False,517.9511608109773
350084,1892-06-18,Sunspot,-19.8,9.0,273.6,-19.2,276.0,60.9,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,27,False,517.9511608109773
350085,1892-06-18,Sunspot,0.0,10.2,272.4,10.2,271.2,56.1,0.15,1.0,1.0,0.63,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,28,False,517.9511608109773
350086,1892-06-18,Sunspot,17.0,10.3,272.3,11.2,270.9,55.8,0.46,1.0,1.0,0.91,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,29,False,517.9511608109773
350087,1892-06-18,Sunspot,12.3,15.0,267.6,12.0,266.2,51.1,0.97,1.0,1.0,0.91,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,30,False,517.9511608109773
350088,1892-06-18,Sunspot,11.7,16.5,266.1,11.1,264.7,49.6,0.93,1.0,1.0,0.9,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,31,False,517.9511608109773
350089,1892-06-18,Sunspot,15.3,23.2,259.4,13.8,257.6,42.5,0.96,1.0,1.0,0.86,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,32,False,517.9511608109773
350090,1892-06-18,Sunspot,-16.6,35.6,247.0,-19.2,249.1,34.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,33,False,517.9511608109773
350091,1892-06-18,Sunspot,-18.7,44.7,237.9,-22.3,240.1,25.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,34,False,517.9511608109773
350092,1892-06-18,Sunspot,-17.5,44.7,237.9,-21.1,239.9,24.8,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,35,False,517.9511608109773
350093,1892-06-18,Sunspot,18.8,80.0,202.6,12.3,203.9,348.8,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0835,36,False,517.9511608109773
