,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
332821,1890-09-04,Sunspot,14.35,-55.49,52.29,18.53,53.95,155.31,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,29,False,494.01578755673506
332822,1890-09-04,Sunspot,16.27,-55.16,51.96,20.47,53.81,155.17,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,30,False,494.01578755673506
332823,1890-09-04,Sunspot,16.18,-55.28,52.08,20.37,53.92,155.28,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,31,False,494.01578755673506
332824,1890-09-04,Sunspot,15.81,-50.38,47.18,20.47,48.88,150.24,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,32,False,494.01578755673506
332825,1890-09-04,Sunspot,16.17,-40.77,37.57,21.64,39.06,140.42,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,33,False,494.01578755673506
332826,1890-09-04,Sunspot,15.79,-37.91,34.71,21.47,36.07,137.43,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,34,False,494.01578755673506
332827,1890-09-04,Sunspot,15.66,-36.17,32.97,21.46,34.28,135.64,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,35,False,494.01578755673506
332828,1890-09-04,Sunspot,-26.08,-21.05,17.85,-19.44,16.97,118.33,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,36,False,494.01578755673506
332829,1890-09-04,Sunspot,-25.63,-16.62,13.42,-18.84,12.77,114.13,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,37,False,494.01578755673506
332830,1890-09-04,Sunspot,26.32,-15.13,11.93,-19.5,11.33,112.69,0.88,1.0,1.0,0.03,1.0,1.0,False,False,False,False,Z1887-1892_Page_0380,38,False,494.01578755673506
