,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
322180,1888-02-26,Sunspot,2.47,-20.76,213.27,-3.36,213.3,131.57,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,7,False,460.239916088877
322181,1888-02-26,Sunspot,2.62,-19.7,212.21,-3.28,212.23,130.5,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,8,False,460.239916088877
322182,1888-02-26,Sunspot,2.71,-17.64,210.15,-3.31,210.17,128.44,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,9,False,460.239916088877
322183,1888-02-26,Sunspot,0.85,-17.27,209.78,-5.18,209.91,128.18,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,10,False,460.239916088877
322184,1888-02-26,Sunspot,1.34,-36.38,228.89,-4.95,208.99,127.26,0.91,1.0,1.0,0.86,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,11,False,460.239916088877
322185,1888-02-26,Sunspot,2.01,-35.55,228.06,-4.13,208.12,126.39,0.86,1.0,1.0,0.75,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,12,False,460.239916088877
322186,1888-02-26,Sunspot,2.75,-3.98,196.49,-3.93,196.51,114.78,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,13,False,460.239916088877
322187,1888-02-26,Sunspot,0.72,-4.84,197.35,-5.92,197.45,115.72,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,14,False,460.239916088877
322188,1888-02-26,Sunspot,-0.51,-3.92,196.43,-7.19,196.56,114.83,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0097,15,False,460.239916088877
