,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
341159,1892-01-05,Sunspot,5.57,-71.86,191.47,27.71,178.86,168.75,0.19,1.0,1.0,0.12,0.33,0.33,False,False,True,False,Z1887-1892_Page_0602,14,False,511.9030264804019
341160,1892-01-05,Sunspot,-6.56,-59.86,179.47,-23.53,179.44,158.33,0.13,0.73,0.73,0.08,1.0,1.0,False,True,False,False,Z1887-1892_Page_0602,15,False,511.9030264804019
341161,1892-01-05,Sunspot,8.4,-33.15,152.76,15.26,153.5,132.69,0.62,1.0,1.0,0.16,0.64,0.64,False,False,False,True,Z1887-1892_Page_0602,16,False,511.9030264804019
341162,1892-01-05,Sunspot,27.56,-21.25,140.86,22.05,142.85,121.74,1.0,1.0,1.0,1.0,0.84,0.84,False,False,False,True,Z1887-1892_Page_0602,17,False,511.9030264804019
341163,1892-01-05,Sunspot,20.53,-8.81,128.42,22.08,178.9,157.109,74.11,1.0,1.0,0.58,0.78,0.78,False,False,True,False,Z1887-1892_Page_0602,18,False,511.9030264804019
341164,1892-01-05,Sunspot,25.56,-7.35,126.96,21.24,129.35,108.24,0.92,1.0,1.0,0.28,0.76,0.76,False,False,False,True,Z1887-1892_Page_0602,19,False,511.9030264804019
341165,1892-01-05,Sunspot,26.09,-1.6,121.21,22.63,175.88,104.77,0.9,0.72,0.72,0.97,0.24,0.24,False,True,False,True,Z1887-1892_Page_0602,20,False,511.9030264804019
341166,1892-01-05,Sunspot,3.32,-0.74,120.35,26.57,203.57,102.46,0.1,1.0,1.0,0.48,0.84,0.84,False,False,True,False,Z1887-1892_Page_0602,21,False,511.9030264804019
341167,1892-01-05,Sunspot,27.46,-0.09,119.7,23.88,182.87,101.46,0.95,1.0,1.0,0.79,0.36,0.36,False,False,False,True,Z1887-1892_Page_0602,22,False,511.9030264804019
341168,1892-01-05,Sunspot,25.09,3.86,115.75,22.31,118.5,97.39,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0602,23,False,511.9030264804019
341169,1892-01-05,Sunspot,27.77,4.26,115.35,24.6,118.42,97.31,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0602,24,False,511.9030264804019
341170,1892-01-05,Sunspot,-14.65,6.18,113.43,-17.32,111.58,90.47,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0602,25,False,511.9030264804019
341171,1892-01-05,Sunspot,-25.84,54.87,64.74,-22.71,61.94,40.83,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0602,26,False,511.9030264804019
