,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
413327,1907-07-03,Sunspot,5.6,-46.5,341.8,12.2,241.4,253.6,1.0,1.0,1.0,1.0,0.87,0.23,False,False,False,False,Z1906-1910_Page_0846,50,False,719.3074364959683
413328,1907-07-03,Sunspot,6.0,49.6,245.7,3.1,245.2,156.8,1.0,1.0,1.0,1.0,0.84,0.85,False,False,False,False,Z1906-1910_Page_0846,51,False,719.3074364959683
413329,1907-07-03,Sunspot,7.9,52.8,242.5,4.6,241.8,153.4,1.0,1.0,1.0,1.0,0.86,0.06,False,False,False,False,Z1906-1910_Page_0846,52,False,719.3074364959683
413330,1907-07-03,Sunspot,8.9,55.1,240.2,5.4,239.5,151.1,1.0,1.0,1.0,1.0,0.54,0.64,False,False,False,False,Z1906-1910_Page_0846,53,False,719.3074364959683
413331,1907-07-03,Sunspot,7.8,56.9,238.4,4.1,237.7,144.3,1.0,1.0,1.0,1.0,0.8,0.13,False,False,False,False,Z1906-1910_Page_0846,54,False,719.3074364959683
413332,1907-07-03,Sunspot,-3.2,61.2,234.1,-7.3,234.6,146.2,1.0,0.69,1.0,1.0,0.86,0.14,False,True,False,False,Z1906-1910_Page_0846,55,False,719.3074364959683
413334,1907-07-03,Sunspot,10.5,-79.2,14.5,17.3,14.9,286.5,1.0,0.59,1.0,1.0,1.0,1.0,True,False,False,False,Z1906-1910_Page_0846,57,False,719.3074364959683
413335,1907-07-03,Sunspot,8.1,-81.0,16.3,14.8,16.7,288.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0846,58,False,719.3074364959683
413336,1907-07-03,Sunspot,6.0,-80.0,15.3,12.7,15.6,287.2,1.0,0.77,1.0,1.0,1.0,1.0,False,True,False,False,Z1906-1910_Page_0846,59,False,719.3074364959683
413337,1907-07-03,Sunspot,7.7,-78.0,13.3,14.5,13.7,285.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0846,60,False,719.3074364959683
413338,1907-07-03,Sunspot,4.5,-76.0,11.3,11.3,11.5,283.1,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0846,61,False,719.3074364959683
413339,1907-07-03,Sunspot,5.6,-69.6,4.9,12.5,5.0,276.6,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0846,62,False,719.3074364959683
