,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
320102,1887-07-02,Sunspot,-1.38,27.1,208.07,-7.51,208.32,299.37,1.0,0.5,1.0,1.0,0.8,0.89,False,False,False,False,Z1887-1892_Page_0041,11,False,451.4819880725503
320103,1887-07-02,Sunspot,-1.39,85.44,209.74,-7.43,210.01,300.9,1.0,0.85,1.0,1.0,0.67,0.89,False,False,False,False,Z1887-1892_Page_0041,12,False,451.4819880725503
320104,1887-07-02,Sunspot,-1.4,25.11,210.09,-7.41,210.36,301.02,1.0,0.64,1.0,1.0,0.74,0.16,False,False,False,False,Z1887-1892_Page_0041,13,False,451.4819880725503
320105,1887-07-02,Sunspot,-1.41,84.86,210.37,-7.41,210.65,340.87,1.0,0.55,1.0,1.0,0.74,0.65,False,False,False,False,Z1887-1892_Page_0041,14,False,451.4819880725503
320106,1887-07-02,Sunspot,-1.44,84.0,211.25,-7.38,211.53,301.38,1.0,0.84,1.0,1.0,0.55,0.91,False,False,False,False,Z1887-1892_Page_0041,15,False,451.4819880725503
320108,1887-07-02,Sunspot,-14.54,3.51,291.75,-11.85,293.26,22.94,1.0,1.0,1.0,1.0,0.94,0.94,False,False,False,True,Z1887-1892_Page_0041,17,False,451.4819880725503
320109,1887-07-02,Sunspot,-14.49,3.51,291.75,-11.8,293.26,22.94,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0041,18,False,451.4819880725503
320110,1887-07-02,Sunspot,-1.46,86.35,208.91,-7.55,209.18,298.86,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0041,19,False,451.4819880725503
320113,1887-07-02,Sunspot,-1.45,13.51,211.77,-7.36,212.06,301.51,1.0,0.66,1.0,1.0,0.82,0.08,False,False,False,False,Z1887-1892_Page_0041,22,False,451.4819880725503
320114,1887-07-02,Sunspot,-1.46,83.17,212.12,-7.35,212.41,341.65,1.0,0.96,1.0,1.0,0.87,0.85,False,False,False,False,Z1887-1892_Page_0041,23,False,451.4819880725503
320115,1887-07-02,Sunspot,-1.56,82.73,212.67,-7.42,212.97,340.64,1.0,0.96,1.0,1.0,0.88,0.76,False,False,False,False,Z1887-1892_Page_0041,24,False,451.4819880725503
320116,1887-07-02,Sunspot,-1.58,82.41,213.01,-7.42,213.32,300.7,1.0,0.9,1.0,1.0,0.82,0.46,False,False,False,False,Z1887-1892_Page_0041,25,False,451.4819880725503
320117,1887-07-02,Sunspot,-1.59,82.47,212.98,-7.43,213.29,340.24,1.0,0.86,1.0,1.0,0.72,0.17,False,False,False,False,Z1887-1892_Page_0041,26,False,451.4819880725503
