,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
322944,1888-05-12,Sunspot,-0.15,71.05,176.07,-7.1,176.8,92.54,1.0,1.0,1.0,1.0,0.98,0.98,False,False,True,False,Z1887-1892_Page_0117,26,False,463.0260169180299
322945,1888-05-12,Sunspot,-0.09,70.71,176.41,-7.04,177.14,92.88,1.0,1.0,1.0,1.0,0.83,0.83,False,False,True,False,Z1887-1892_Page_0117,27,False,463.0260169180299
322946,1888-05-12,Sunspot,-20.15,70.79,176.33,-7.1,177.0,92.74,1.0,1.0,1.0,1.0,0.93,0.93,False,False,True,False,Z1887-1892_Page_0117,28,False,463.0260169180299
322947,1888-05-12,Sunspot,-0.09,70.71,176.41,-7.04,177.08,92.82,1.0,1.0,1.0,1.0,0.95,0.95,False,False,True,False,Z1887-1892_Page_0117,29,False,463.0260169180299
322948,1888-05-12,Sunspot,-0.15,70.64,176.48,-7.1,176.93,92.67,1.0,0.85,1.0,1.0,0.96,0.96,False,True,True,False,Z1887-1892_Page_0117,30,False,463.0260169180299
322949,1888-05-12,Sunspot,-0.08,70.42,176.7,-7.03,177.15,92.89,1.0,0.81,1.0,1.0,0.95,0.95,False,True,True,False,Z1887-1892_Page_0117,31,False,463.0260169180299
322950,1888-05-12,Sunspot,-0.14,70.57,176.55,-7.09,176.81,92.55,1.0,0.73,1.0,1.0,0.95,0.95,False,True,True,False,Z1887-1892_Page_0117,32,False,463.0260169180299
322951,1888-05-12,Sunspot,-0.08,70.32,176.8,-7.03,177.03,92.77,1.0,0.76,1.0,1.0,0.94,0.94,True,False,True,False,Z1887-1892_Page_0117,33,False,463.0260169180299
322952,1888-05-12,Sunspot,-0.14,70.49,176.63,-7.1,176.65,92.39,1.0,0.8,1.0,1.0,0.81,0.81,False,True,True,False,Z1887-1892_Page_0117,34,False,463.0260169180299
322953,1888-05-12,Sunspot,-0.08,70.35,176.77,-7.04,176.79,92.53,1.0,0.83,1.0,1.0,1.0,1.0,False,True,False,False,Z1887-1892_Page_0117,35,False,463.0260169180299
322954,1888-05-12,Sunspot,-1.58,78.42,168.7,-8.42,168.63,84.37,1.0,0.82,1.0,1.0,1.0,1.0,False,True,False,False,Z1887-1892_Page_0117,36,False,463.0260169180299
322955,1888-05-12,Sunspot,-2.34,79.1,168.02,-9.16,167.87,83.61,1.0,0.92,1.0,1.0,1.0,1.0,True,False,False,False,Z1887-1892_Page_0117,37,False,463.0260169180299
322956,1888-05-12,Sunspot,-20.1,60.33,186.79,-7.07,176.91,92.65,1.0,0.73,1.0,1.0,0.94,0.94,False,True,True,False,Z1887-1892_Page_0118,1,False,463.0260169180299
322957,1888-05-12,Sunspot,-20.04,68.18,178.94,-7.01,177.06,92.8,1.0,0.88,1.0,1.0,0.95,0.95,False,True,True,False,Z1887-1892_Page_0118,2,False,463.0260169180299
