,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
412706,1907-06-25,Sunspot,-23.0,76.0,0.5,-16.0,3.3,30.9,0.03,0.45,0.57,0.03,1.0,1.0,False,False,False,False,Z1906-1910_Page_0837,14,False,719.0132857724226
412707,1907-06-25,Sunspot,20.0,76.0,3.5,-13.0,3.3,30.9,0.26,0.67,0.46,0.4,0.5,0.5,False,False,False,True,Z1906-1910_Page_0837,15,False,719.0132857724226
412708,1907-06-25,Sunspot,7.0,76.0,258.5,10.0,358.5,26.1,0.16,0.75,0.66,0.41,0.49,0.49,False,False,True,False,Z1906-1910_Page_0837,16,False,719.0132857724226
412709,1907-06-25,Sunspot,-18.2,11.5,1.0,-11.2,1.0,28.6,1.0,0.55,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0837,17,False,719.0132857724226
412710,1907-06-25,Sunspot,21.0,74.0,1.1,-14.8,1.5,29.1,0.05,0.78,0.69,0.25,1.0,1.0,False,False,False,False,Z1906-1910_Page_0837,18,False,719.0132857724226
412711,1907-06-25,Sunspot,8.1,71.0,258.5,-11.1,258.1,26.1,0.16,0.49,0.37,0.45,0.87,0.87,False,False,False,True,Z1906-1910_Page_0837,19,False,719.0132857724226
412712,1907-06-25,Sunspot,-20.1,69.5,257.0,-13.1,29.1,24.7,0.26,0.74,0.62,0.08,0.45,0.45,False,False,False,True,Z1906-1910_Page_0837,20,False,719.0132857724226
412713,1907-06-25,Sunspot,14.1,46.5,204.0,-7.8,334.6,2.2,1.0,0.56,1.0,1.0,0.89,0.89,False,False,True,False,Z1906-1910_Page_0837,21,False,719.0132857724226
412714,1907-06-25,Sunspot,-16.0,44.2,236.7,-9.8,332.5,0.1,1.0,0.65,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0837,22,False,719.0132857724226
412715,1907-06-25,Sunspot,10.1,79.5,208.0,3.9,207.6,235.2,1.0,0.11,1.0,1.0,1.0,1.0,False,False,False,False,Z1906-1910_Page_0837,23,False,719.0132857724226
