,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
328808,1889-08-04,Sunspot,-7.31,-24.13,351.32,-0.42,351.39,342.1,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,29,False,479.4957149750818
328809,1889-08-04,Sunspot,-9.04,-23.69,350.88,-2.16,350.99,341.7,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,30,False,479.4957149750818
328810,1889-08-04,Sunspot,-8.88,-22.35,349.54,-2.03,349.66,340.37,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,31,False,479.4957149750818
328811,1889-08-04,Sunspot,-10.28,-22.02,349.21,-3.44,349.38,340.09,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,32,False,479.4957149750818
328812,1889-08-04,Sunspot,-25.47,14.76,312.43,-20.66,314.59,305.3,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,33,False,479.4957149750818
328813,1889-08-04,Sunspot,-26.15,15.51,311.68,-21.42,313.94,304.65,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,34,False,479.4957149750818
328814,1889-08-04,Sunspot,-25.71,17.6,309.59,-21.16,311.89,302.6,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,35,False,479.4957149750818
328815,1889-08-04,Sunspot,-25.08,18.31,308.88,-20.59,311.13,301.84,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,36,False,479.4957149750818
328816,1889-08-04,Sunspot,-26.42,19.29,307.9,-22.01,310.33,301.04,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,37,False,479.4957149750818
328817,1889-08-04,Sunspot,-26.93,21.73,305.46,-22.75,308.04,298.75,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,38,False,479.4957149750818
328818,1889-08-04,Sunspot,-25.35,21.92,305.27,-21.2,307.69,298.4,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,39,False,479.4957149750818
328819,1889-08-04,Sunspot,-25.93,23.47,303.72,-21.94,306.25,296.96,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,Z1887-1892_Page_0274,40,False,479.4957149750818
