,Date,Object,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Confidence_1,Confidence_2,Confidence_3,Confidence_4,Confidence_5,Confidence_6,Regression_2,Regression_3,Regression_5,Regression_6,Source,Row,Empty,CR
411393,1907-06-11,Sunspot,3.9,47.1,239.9,-18.6,20.7,93.5,0.53,0.12,0.25,0.06,0.4,0.12,False,False,False,False,Z1906-1910_Page_0817,1,False,718.4985214228684
411394,1907-06-11,Sunspot,6.3,53.1,218.8,10.4,29.9,82.5,1.0,0.09,1.0,1.0,0.7,0.84,False,False,False,False,Z1906-1910_Page_0817,2,False,718.4985214228684
411395,1907-06-11,Sunspot,6.2,60.3,23.8,10.4,212.9,77.7,0.13,0.53,0.23,0.67,0.34,0.35,False,False,False,False,Z1906-1910_Page_0817,3,False,718.4985214228684
411396,1907-06-11,Sunspot,5.2,0.2,213.1,9.4,212.3,77.1,0.44,0.28,0.3,0.9,0.42,0.35,False,False,False,False,Z1906-1910_Page_0817,4,False,718.4985214228684
411397,1907-06-11,Sunspot,7.3,69.2,206.1,11.0,205.8,70.1,1.0,0.33,1.0,1.0,0.19,0.5,False,False,False,False,Z1906-1910_Page_0817,5,False,718.4985214228684
